Created on 01-28-2021,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1611720000000,2021-01-27 04:00:00,ETHUSD,1311.11,1320.88,1200.65,1225.0,49291.98785243
1611633600000,2021-01-26 04:00:00,ETHUSD,1314.85,1376.34,1245.71,1311.11,32606.82942811
1611547200000,2021-01-25 04:00:00,ETHUSD,1428.59,1447.79,1293.54,1314.85,48189.41090809
1611460800000,2021-01-24 04:00:00,ETHUSD,1295.1,1478.0,1288.28,1428.59,56023.02336786
1611374400000,2021-01-23 04:00:00,ETHUSD,1234.14,1295.86,1198.29,1295.1,27228.6209274
1611288000000,2021-01-22 04:00:00,ETHUSD,1160.47,1275.57,1120.12,1234.14,44402.87779736
1611201600000,2021-01-21 04:00:00,ETHUSD,1327.31,1327.31,1037.1,1160.47,16598.12027443
1611115200000,2021-01-20 04:00:00,ETHUSD,1342.27,1389.79,1234.01,1327.31,61709.96368744
1611028800000,2021-01-19 04:00:00,ETHUSD,1322.18,1440.54,1303.8,1342.27,77853.89710711
1610942400000,2021-01-18 04:00:00,ETHUSD,1193.62,1347.79,1188.41,1322.18,43472.57774446
1610856000000,2021-01-17 04:00:00,ETHUSD,1241.89,1268.96,1165.07,1193.62,34076.84722498
1610769600000,2021-01-16 04:00:00,ETHUSD,1179.36,1293.99,1152.93,1241.89,39000.64919573
1610683200000,2021-01-15 04:00:00,ETHUSD,1219.0,1246.56,1070.7,1179.36,64687.68577712
1610596800000,2021-01-14 04:00:00,ETHUSD,1097.76,1255.94,1097.76,1219.0,5777.51018443
1610510400000,2021-01-13 04:00:00,ETHUSD,1045.77,1149.54,1010.62,1097.76,36760.52878756
1610424000000,2021-01-12 04:00:00,ETHUSD,1088.38,1150.0,985.18,1045.77,65573.09686303
1610337600000,2021-01-11 04:00:00,ETHUSD,1101.2,1148.37,903.94,1088.38,176231.3080848
1610251200000,2021-01-10 04:00:00,ETHUSD,1315.43,1352.0,1000.0,1101.2,92883.48304556
1610164800000,2021-01-09 04:00:00,ETHUSD,1227.74,1345.0,1175.95,1315.43,56310.0153771
1610078400000,2021-01-08 04:00:00,ETHUSD,1152.91,1275.94,1127.0,1227.74,90532.4333607
1609992000000,2021-01-07 04:00:00,ETHUSD,1218.41,1218.41,1065.73,1152.91,21438.40133408
1609905600000,2021-01-06 04:00:00,ETHUSD,1080.09,1228.86,1075.63,1218.41,89943.34403554
1609819200000,2021-01-05 04:00:00,ETHUSD,1001.72,1128.05,975.0,1080.09,73249.58829307
1609732800000,2021-01-04 04:00:00,ETHUSD,1023.12,1171.05,880.0,1001.72,153231.68820809
1609646400000,2021-01-03 04:00:00,ETHUSD,773.66,1028.0,770.0,1023.12,111543.01654466
1609560000000,2021-01-02 04:00:00,ETHUSD,732.14,788.93,725.0,773.66,45045.50184404
1609473600000,2021-01-01 04:00:00,ETHUSD,746.69,748.5,716.0,732.14,20636.0196371
1609387200000,2020-12-31 04:00:00,ETHUSD,743.7,755.5,722.03,746.69,22294.91003276
1609300800000,2020-12-30 04:00:00,ETHUSD,732.69,759.0,716.32,743.7,47416.00440649
1609214400000,2020-12-29 04:00:00,ETHUSD,698.91,746.68,688.05,732.69,42523.08089594
1609128000000,2020-12-28 04:00:00,ETHUSD,703.28,747.26,697.57,698.91,43893.67224632
1609041600000,2020-12-27 04:00:00,ETHUSD,643.47,717.64,616.03,703.28,53071.9417708
1608955200000,2020-12-26 04:00:00,ETHUSD,633.99,652.62,615.73,643.47,30709.30610266
1608868800000,2020-12-25 04:00:00,ETHUSD,605.86,636.88,604.43,633.99,23176.0142122
1608782400000,2020-12-24 04:00:00,ETHUSD,574.95,615.76,570.33,605.86,11857.97240525
1608696000000,2020-12-23 04:00:00,ETHUSD,622.78,624.61,550.0,574.95,40550.11856449
1608609600000,2020-12-22 04:00:00,ETHUSD,610.01,638.5,588.2,622.78,20946.51372482
1608523200000,2020-12-21 04:00:00,ETHUSD,645.28,648.15,596.34,610.01,48807.38481367
1608436800000,2020-12-20 04:00:00,ETHUSD,647.62,661.48,622.23,645.28,16997.78188601
1608350400000,2020-12-19 04:00:00,ETHUSD,656.84,671.38,642.39,647.62,14401.16554568
1608264000000,2020-12-18 04:00:00,ETHUSD,643.87,664.0,632.22,656.84,14798.43910442
1608177600000,2020-12-17 04:00:00,ETHUSD,637.13,654.74,629.97,643.87,6956.60536118
1608091200000,2020-12-16 04:00:00,ETHUSD,583.91,652.35,581.55,637.13,35279.14258317
1608004800000,2020-12-15 04:00:00,ETHUSD,593.22,593.6,579.0,583.91,8212.25567097
1607918400000,2020-12-14 04:00:00,ETHUSD,590.61,597.32,575.2,593.22,8587.60829708
1607832000000,2020-12-13 04:00:00,ETHUSD,565.56,595.0,564.56,590.61,12194.03421161
1607745600000,2020-12-12 04:00:00,ETHUSD,554.7,574.33,551.76,565.56,7645.7902087
1607659200000,2020-12-11 04:00:00,ETHUSD,547.43,557.89,535.5,554.7,18179.63229073
1607572800000,2020-12-10 04:00:00,ETHUSD,567.47,567.47,543.2,547.43,590.9788788
1607486400000,2020-12-09 04:00:00,ETHUSD,552.0,578.0,530.53,567.47,26080.94620351
1607400000000,2020-12-08 04:00:00,ETHUSD,588.56,595.0,541.38,552.0,18438.09296229
1607313600000,2020-12-07 04:00:00,ETHUSD,595.38,601.68,585.0,588.56,10884.47823582
1607227200000,2020-12-06 04:00:00,ETHUSD,597.47,603.79,584.54,595.38,6578.70810402
1607140800000,2020-12-05 04:00:00,ETHUSD,576.12,607.62,576.1,597.47,7393.57338832
1607054400000,2020-12-04 04:00:00,ETHUSD,602.86,602.86,567.37,576.12,1683.92613962
1606968000000,2020-12-03 04:00:00,ETHUSD,595.79,624.78,586.52,602.86,16615.05447188
1606881600000,2020-12-02 04:00:00,ETHUSD,585.15,604.7,577.4,595.79,13109.665325
1606795200000,2020-12-01 04:00:00,ETHUSD,605.35,636.4,562.0,585.15,54058.43412967
1606708800000,2020-11-30 04:00:00,ETHUSD,588.8,617.75,571.06,605.35,29971.40826406
1606622400000,2020-11-29 04:00:00,ETHUSD,543.73,593.0,536.4,588.8,15645.14580484
1606536000000,2020-11-28 04:00:00,ETHUSD,515.39,548.47,507.0,543.73,17707.16610937
1606449600000,2020-11-27 04:00:00,ETHUSD,519.97,529.28,494.0,515.39,27217.35125816
1606363200000,2020-11-26 04:00:00,ETHUSD,534.37,537.41,482.0,519.97,56198.43989079
1606276800000,2020-11-25 04:00:00,ETHUSD,585.19,604.7,501.95,534.37,43848.95781188
1606190400000,2020-11-24 04:00:00,ETHUSD,614.38,623.67,581.33,585.19,63736.33962254
1606104000000,2020-11-23 04:00:00,ETHUSD,574.51,622.04,570.96,614.38,35499.46892068
1606017600000,2020-11-22 04:00:00,ETHUSD,549.85,581.77,511.8,574.51,20369.89332043
1605931200000,2020-11-21 04:00:00,ETHUSD,508.78,562.12,503.16,549.85,24644.48775864
