Created on 01-28-2021,https://www.CryptoDataDownload.com,,,,,,
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1590724800000,5/29/2020 4:00,ETHUSD,221.95,223.38,217.66,222.87,15212.13601234
1590811200000,5/30/2020 4:00,ETHUSD,222.87,247.36,222.46,237.41,30564.18093148
1590897600000,5/31/2020 4:00,ETHUSD,237.41,240.42,229.66,238.68,11783.71811515
1590984000000,6/1/2020 4:00,ETHUSD,238.68,252.18,235,247.3,28842.98499099
1591070400000,6/2/2020 4:00,ETHUSD,247.3,253.19,224.99,235.73,38341.707316
1591156800000,6/3/2020 4:00,ETHUSD,235.73,246.73,233.45,245.55,9766.51184967
1591243200000,6/4/2020 4:00,ETHUSD,245.55,246.34,236.33,242.44,16259.05754357
1591329600000,6/5/2020 4:00,ETHUSD,242.44,247.73,237.79,240.11,11584.32530418
1591416000000,6/6/2020 4:00,ETHUSD,240.11,244.45,239.41,243.26,14385.63106248
1591502400000,6/7/2020 4:00,ETHUSD,243.26,245.5,234.91,244.27,8661.51340319
1591588800000,6/8/2020 4:00,ETHUSD,244.27,250,238.63,243.46,19255.69447064
1591675200000,6/9/2020 4:00,ETHUSD,243.46,245.54,240.85,243.99,10095.45842638
1591761600000,6/10/2020 4:00,ETHUSD,243.99,250.96,241.74,248.14,12952.11175292
1591848000000,6/11/2020 4:00,ETHUSD,248.14,249.08,226,233.24,29853.63283251
1591934400000,6/12/2020 4:00,ETHUSD,233.24,239.05,232.42,235.79,10674.29398788
1592020800000,6/13/2020 4:00,ETHUSD,235.79,238.7,234.8,237.66,4313.06727827
1592107200000,6/14/2020 4:00,ETHUSD,237.66,237.97,224.82,225.47,11684.78714301
1592193600000,6/15/2020 4:00,ETHUSD,225.47,234.47,218.2,233.03,25861.68069426
1592280000000,6/16/2020 4:00,ETHUSD,233.03,235.98,231.34,232.77,6489.74610579
1592366400000,6/17/2020 4:00,ETHUSD,232.77,238,227.54,233.31,34111.00497637
1592452800000,6/18/2020 4:00,ETHUSD,233.31,233.31,226.32,227.54,1484.66686482
1592539200000,6/19/2020 4:00,ETHUSD,227.54,231.77,227.04,230.29,20291.6498505
1592625600000,6/20/2020 4:00,ETHUSD,230.29,230.37,225.75,229.6,3811.40130239
1592712000000,6/21/2020 4:00,ETHUSD,229.6,234.39,227,234.25,19582.35406474
1592798400000,6/22/2020 4:00,ETHUSD,234.25,246.43,233.7,242.74,17866.81690933
1592884800000,6/23/2020 4:00,ETHUSD,242.74,245.96,241.4,245.19,8741.72157834
1592971200000,6/24/2020 4:00,ETHUSD,245.19,249.2,227.33,229.42,35768.79383471
1593057600000,6/25/2020 4:00,ETHUSD,229.42,235.23,229.11,232.2,18277.14325471
1593144000000,6/26/2020 4:00,ETHUSD,232.2,232.79,227.29,229.45,10121.29758325
1593230400000,6/27/2020 4:00,ETHUSD,229.45,231.23,216,219.23,13677.22956854
1593316800000,6/28/2020 4:00,ETHUSD,219.23,227.82,217.98,224.39,7080.52020545
1593403200000,6/29/2020 4:00,ETHUSD,224.39,229.98,221.18,227.26,10306.65491029
1593489600000,6/30/2020 4:00,ETHUSD,227.26,227.73,223.13,225.57,7747.4143248
1593576000000,7/1/2020 4:00,ETHUSD,225.57,232.79,224.97,231.17,11371.47675478
1593662400000,7/2/2020 4:00,ETHUSD,231.17,231.17,226.19,226.52,476.24495791
1593748800000,7/3/2020 4:00,ETHUSD,226.52,228.47,224.35,226.18,6377.98267709
1593835200000,7/4/2020 4:00,ETHUSD,226.18,230.63,225.34,228.19,4901.5973405
1593921600000,7/5/2020 4:00,ETHUSD,228.19,228.88,223.71,227.84,4509.19672774
1594008000000,7/6/2020 4:00,ETHUSD,227.84,244,227.84,239.49,18081.31119113
1594094400000,7/7/2020 4:00,ETHUSD,239.49,242.15,234.77,241.75,9256.57002597
1594180800000,7/8/2020 4:00,ETHUSD,241.75,249.05,238.3,244.82,23075.57119698
1594267200000,7/9/2020 4:00,ETHUSD,244.82,247.79,237.66,240.18,17424.61103125
1594353600000,7/10/2020 4:00,ETHUSD,240.18,241.78,235.7,240.3,13632.28412538
1594440000000,7/11/2020 4:00,ETHUSD,240.3,242.01,236.47,240.91,27616.27087893
1594526400000,7/12/2020 4:00,ETHUSD,240.91,243.84,235.98,241.55,22423.71916545
1594612800000,7/13/2020 4:00,ETHUSD,241.55,245.28,236.94,238.85,24319.78487369
1594699200000,7/14/2020 4:00,ETHUSD,238.85,242.16,237,239.29,19972.53599492
1594785600000,7/15/2020 4:00,ETHUSD,239.29,240.15,236.39,238.18,9055.7206512
1594872000000,7/16/2020 4:00,ETHUSD,238.18,238.18,232.84,233.23,3589.97839917
1594958400000,7/17/2020 4:00,ETHUSD,233.23,234.63,231.66,233.12,3730.3884858
1595044800000,7/18/2020 4:00,ETHUSD,233.12,237.13,232.96,235.24,9587.19800272
1595131200000,7/19/2020 4:00,ETHUSD,235.24,239.98,233,238.91,10117.80185822
1595217600000,7/20/2020 4:00,ETHUSD,238.91,239.37,234.04,236.88,18742.10749579
1595304000000,7/21/2020 4:00,ETHUSD,236.88,247.05,236.76,244.8,13347.09272499
1595390400000,7/22/2020 4:00,ETHUSD,244.8,269.7,241.62,264.26,24168.70265072
1595476800000,7/23/2020 4:00,ETHUSD,264.26,280.8,260.26,273.54,30675.64542835
1595563200000,7/24/2020 4:00,ETHUSD,273.54,287.56,268.47,283.45,27498.59825875
1595649600000,7/25/2020 4:00,ETHUSD,283.45,309.33,282,303.14,24683.01919934
1595736000000,7/26/2020 4:00,ETHUSD,303.14,329.71,301.26,325.83,19855.19742703
1595822400000,7/27/2020 4:00,ETHUSD,325.83,334,311,320.15,43894.73844203
1595908800000,7/28/2020 4:00,ETHUSD,320.15,323.43,306.36,316.59,17594.21010421
1595995200000,7/29/2020 4:00,ETHUSD,316.59,325.69,314.69,316.64,10058.31415286
1596081600000,7/30/2020 4:00,ETHUSD,316.64,337.04,316.64,329.46,2778.5066163
1596168000000,7/31/2020 4:00,ETHUSD,329.46,352.96,329.46,352.6,33996.29077343
1596254400000,8/1/2020 4:00,ETHUSD,352.6,408.37,350.87,408.37,22180.30736056
1596340800000,8/2/2020 4:00,ETHUSD,408.37,419.37,325.72,379.35,59681.04163712
1596427200000,8/3/2020 4:00,ETHUSD,379.35,403.14,379.35,391.28,21335.97134942
1596513600000,8/4/2020 4:00,ETHUSD,391.28,397.26,381,389.6,17046.71233931
1596600000000,8/5/2020 4:00,ETHUSD,389.6,408.49,387.68,396.13,19783.63408512
1596686400000,8/6/2020 4:00,ETHUSD,396.13,401.09,391,396.14,13066.43578361
1596772800000,8/7/2020 4:00,ETHUSD,396.14,397.71,363.41,378.35,23277.52398165
1596859200000,8/8/2020 4:00,ETHUSD,378.35,400.56,377.57,396.03,12571.41680178
1596945600000,8/9/2020 4:00,ETHUSD,396.03,398.92,383.99,398.13,10855.00720334
1597032000000,8/10/2020 4:00,ETHUSD,398.13,400.53,385.7,394.17,14008.72326322
1597118400000,8/11/2020 4:00,ETHUSD,394.17,396.2,366.31,377.83,33137.74687967
1597204800000,8/12/2020 4:00,ETHUSD,377.83,395,365.73,395,17834.90671516
1597291200000,8/13/2020 4:00,ETHUSD,395,432,376.64,421.67,41938.89958843
1597377600000,8/14/2020 4:00,ETHUSD,421.67,445,419.78,439.68,25736.02598708
1597464000000,8/15/2020 4:00,ETHUSD,439.68,441.04,421.11,426.78,8240.63592643
1597550400000,8/16/2020 4:00,ETHUSD,426.78,437.08,412.68,427.09,9505.38333099
1597636800000,8/17/2020 4:00,ETHUSD,427.09,447.72,420,430.83,22240.67071184
1597723200000,8/18/2020 4:00,ETHUSD,430.83,431.94,413.71,415.62,10559.42440685
1597809600000,8/19/2020 4:00,ETHUSD,415.62,417.03,393.63,407,18769.46614866
1597896000000,8/20/2020 4:00,ETHUSD,407,416.75,407,416.44,938.24047872
1597982400000,8/21/2020 4:00,ETHUSD,416.44,416.55,379.93,385.45,18343.36530587
1598068800000,8/22/2020 4:00,ETHUSD,385.45,397.6,381.9,390.23,10574.32911817
1598155200000,8/23/2020 4:00,ETHUSD,390.23,395.58,383.96,393.39,4476.55837765
1598241600000,8/24/2020 4:00,ETHUSD,393.39,410.6,391.65,401.32,7707.33823913
1598328000000,8/25/2020 4:00,ETHUSD,401.32,403.06,369.98,386.57,15982.05224221
1598414400000,8/26/2020 4:00,ETHUSD,386.57,393.21,377.88,384.45,9533.20278345
1598500800000,8/27/2020 4:00,ETHUSD,384.45,388.5,379.82,386.55,1382.63809895
1598587200000,8/28/2020 4:00,ETHUSD,386.55,398.06,386.48,394.86,8130.83080486
1598673600000,8/29/2020 4:00,ETHUSD,394.86,407.17,393.62,405.16,5849.6640987
1598760000000,8/30/2020 4:00,ETHUSD,405.16,433,402.8,425.68,21960.39114969
1598846400000,8/31/2020 4:00,ETHUSD,425.68,444.48,418.31,443.88,11187.94008537
1598932800000,9/1/2020 4:00,ETHUSD,443.88,488.88,442.5,470.28,26135.01576429
1599019200000,9/2/2020 4:00,ETHUSD,470.28,481.3,421.13,443.19,28664.76229478
1599105600000,9/3/2020 4:00,ETHUSD,443.19,446.14,372.01,383.69,42486.20437821
1599192000000,9/4/2020 4:00,ETHUSD,383.69,400.68,358.88,387.58,29474.49215441
1599278400000,9/5/2020 4:00,ETHUSD,387.58,389.48,305.92,328.75,32803.31727674
1599364800000,9/6/2020 4:00,ETHUSD,328.75,360.63,316.56,348.44,20455.64738715
1599451200000,9/7/2020 4:00,ETHUSD,348.44,356.7,323.68,349.33,12039.87772579
1599537600000,9/8/2020 4:00,ETHUSD,349.33,350.79,325.55,334,23322.32922073
1599624000000,9/9/2020 4:00,ETHUSD,334,371.48,332.31,370.96,11145.27593069
1599710400000,9/10/2020 4:00,ETHUSD,370.96,370.96,356.87,357.02,1414.66551934
1599796800000,9/11/2020 4:00,ETHUSD,357.02,375.38,356.33,369.86,7277.78314311
1599883200000,9/12/2020 4:00,ETHUSD,369.86,389.4,365.11,389.03,5268.34026886
1599969600000,9/13/2020 4:00,ETHUSD,389.03,390.65,349,366.22,12292.48167467
1600056000000,9/14/2020 4:00,ETHUSD,366.22,384.38,362.15,376.1,13297.51984
1600142400000,9/15/2020 4:00,ETHUSD,376.1,379.12,355.02,360.09,14082.74723181
1600228800000,9/16/2020 4:00,ETHUSD,360.09,385.14,359.01,377,15201.41618278
1600315200000,9/17/2020 4:00,ETHUSD,377,394.31,375.04,387.45,11104.24660828
1600401600000,9/18/2020 4:00,ETHUSD,387.45,387.45,375.27,383.18,3828.31308091
1600488000000,9/19/2020 4:00,ETHUSD,383.18,387.93,377.5,381.55,4877.15962854
1600574400000,9/20/2020 4:00,ETHUSD,381.55,382.48,365,374.99,6585.73567671
1600660800000,9/21/2020 4:00,ETHUSD,374.99,375.42,330.97,342.99,19383.26383814
1600747200000,9/22/2020 4:00,ETHUSD,342.99,346.94,335.5,341.28,8058.94062917
1600833600000,9/23/2020 4:00,ETHUSD,341.28,343.46,313.14,324.98,17593.14914554
1600920000000,9/24/2020 4:00,ETHUSD,324.98,351.4,324.98,344.81,1757.66255797
1601006400000,9/25/2020 4:00,ETHUSD,344.81,358,338.03,350.95,11237.71078164
1601092800000,9/26/2020 4:00,ETHUSD,350.95,362.11,346.35,359.61,4598.54371743
1601179200000,9/27/2020 4:00,ETHUSD,359.61,362.2,347.62,358.06,5085.94641063
1601265600000,9/28/2020 4:00,ETHUSD,358.06,368.03,351.6,353.3,8310.1027456
1601352000000,9/29/2020 4:00,ETHUSD,353.3,360.34,350.51,355.79,5465.12457858
1601438400000,9/30/2020 4:00,ETHUSD,355.79,363.9,351.7,362.34,5427.43624498
1601524800000,10/1/2020 4:00,ETHUSD,362.34,362.34,350.11,352.99,915.8118707
1601611200000,10/2/2020 4:00,ETHUSD,352.99,354.48,334.59,348.81,12345.39426668
1601697600000,10/3/2020 4:00,ETHUSD,348.81,351.26,344.26,345.98,3323.00921031
1601784000000,10/4/2020 4:00,ETHUSD,345.98,356.04,345.03,351.98,3609.05494561
1601870400000,10/5/2020 4:00,ETHUSD,351.98,355.28,349.07,353.63,8528.96737602
1601956800000,10/6/2020 4:00,ETHUSD,353.63,354.77,333.28,337.02,11424.49968336
1602043200000,10/7/2020 4:00,ETHUSD,337.02,342.73,336.49,339.51,7779.39091099
1602129600000,10/8/2020 4:00,ETHUSD,339.51,352.07,339.51,350.03,1351.48735363
1602216000000,10/9/2020 4:00,ETHUSD,350.03,378.35,347.65,376.1,9555.17244897
1602302400000,10/10/2020 4:00,ETHUSD,376.1,377.04,368.85,370.76,10547.02674464
1602388800000,10/11/2020 4:00,ETHUSD,370.76,377.48,369.97,374.74,2738.96802421
1602475200000,10/12/2020 4:00,ETHUSD,374.74,395,363.91,383.09,15137.23162056
1602561600000,10/13/2020 4:00,ETHUSD,383.09,387.27,374,381.65,9692.63057508
1602648000000,10/14/2020 4:00,ETHUSD,381.65,387.5,372.39,376.83,7854.49925993
1602734400000,10/15/2020 4:00,ETHUSD,376.83,382.24,370.1,378.36,9658.68465577
1602820800000,10/16/2020 4:00,ETHUSD,378.36,378.36,361.38,368.38,11301.49378049
1602907200000,10/17/2020 4:00,ETHUSD,368.38,370.43,364.99,368.77,2611.74840107
1602993600000,10/18/2020 4:00,ETHUSD,368.77,379.96,368.41,374.04,4952.27171525
1603080000000,10/19/2020 4:00,ETHUSD,374.04,384.71,373.21,380.11,5994.4514492
1603166400000,10/20/2020 4:00,ETHUSD,380.11,380.22,365.45,378.44,10270.74477842
1603252800000,10/21/2020 4:00,ETHUSD,378.44,402.41,376.52,393.33,19206.73497218
1603339200000,10/22/2020 4:00,ETHUSD,393.33,421.65,392.34,414,17704.59681205
1603425600000,10/23/2020 4:00,ETHUSD,414,419.33,402,412.01,8405.0532344
1603512000000,10/24/2020 4:00,ETHUSD,412.01,416.6,409.17,415.47,2194.73350613
1603598400000,10/25/2020 4:00,ETHUSD,415.47,417.71,403.49,409.38,4367.70643574
1603684800000,10/26/2020 4:00,ETHUSD,409.38,409.39,383,393.41,13027.32093293
1603771200000,10/27/2020 4:00,ETHUSD,393.41,410.62,390.56,406.3,10722.85716653
1603857600000,10/28/2020 4:00,ETHUSD,406.3,407.5,380.75,392.01,15076.45748915
1603944000000,10/29/2020 4:00,ETHUSD,392.01,394.17,380.69,385.52,8886.3521826
1604030400000,10/30/2020 4:00,ETHUSD,385.52,387.99,373.93,383.29,10710.32391612
1604116800000,10/31/2020 4:00,ETHUSD,383.29,393.92,381.89,386.88,5321.48847372
1604203200000,11/1/2020 4:00,ETHUSD,386.88,404.39,385.21,399.53,4410.77662979
1604289600000,11/2/2020 4:00,ETHUSD,399.53,400.96,372.11,374.53,19180.70129226
1604376000000,11/3/2020 4:00,ETHUSD,374.53,390.42,370.4,386.89,11549.35808368
1604462400000,11/4/2020 4:00,ETHUSD,386.89,408.99,377.53,405.43,17501.74735873
1604548800000,11/5/2020 4:00,ETHUSD,405.43,441.88,397.15,427.75,28209.87525747
1604635200000,11/6/2020 4:00,ETHUSD,427.75,468.76,426.98,459.41,24363.07627245
1604721600000,11/7/2020 4:00,ETHUSD,459.41,465.73,424.59,439.26,18473.47296241
1604808000000,11/8/2020 4:00,ETHUSD,439.26,460.03,435.93,452.82,7822.10452324
1604894400000,11/9/2020 4:00,ETHUSD,452.82,459.01,434.24,449.66,13224.03828612
1604980800000,11/10/2020 4:00,ETHUSD,449.66,466.68,440.89,463.33,11900.95426397
1605067200000,11/11/2020 4:00,ETHUSD,463.33,476.57,452.24,458.74,16598.80153134
1605153600000,11/12/2020 4:00,ETHUSD,458.74,468,458.74,464.49,2066.44288073
1605240000000,11/13/2020 4:00,ETHUSD,464.49,478.77,458,472.04,13978.72034172
1605326400000,11/14/2020 4:00,ETHUSD,472.04,472.04,452.39,457.94,9649.49094291
1605412800000,11/15/2020 4:00,ETHUSD,457.94,462.99,440.54,449.99,10766.89249589
1605499200000,11/16/2020 4:00,ETHUSD,449.99,469.28,449.1,462.4,10654.34344848
1605585600000,11/17/2020 4:00,ETHUSD,462.4,488.91,461.94,488.63,22959.14455013
1605672000000,11/18/2020 4:00,ETHUSD,488.63,495.76,459.14,478.43,31944.63299574
1605758400000,11/19/2020 4:00,ETHUSD,478.43,488.23,472.69,485.13,2794.63331586
